# Shu-Osher shock tube problem
VARIABLES="x" "rho(1)" "u" "p" "rho" "gamma"
ZONE T="+0.178000000000000E+000"
 0.260416666666667E-002  0.385714300032684E+001  0.262936899983589E+001  0.103333300012258E+002  0.385714300032684E+001  0.140001346166790E+001
 0.781250000000000E-002  0.385714300033043E+001  0.262936899983409E+001  0.103333300012393E+002  0.385714300033043E+001  0.140001346166790E+001
 0.130208333333333E-001  0.385714300034223E+001  0.262936899982817E+001  0.103333300012836E+002  0.385714300034223E+001  0.140001346166790E+001
 0.182291666666667E-001  0.385714300035082E+001  0.262936899982385E+001  0.103333300013158E+002  0.385714300035082E+001  0.140001346166790E+001
 0.234375000000000E-001  0.385714300033094E+001  0.262936899983383E+001  0.103333300012412E+002  0.385714300033094E+001  0.140001346166790E+001
 0.286458333333333E-001  0.385714300025098E+001  0.262936899987398E+001  0.103333300009413E+002  0.385714300025098E+001  0.140001346166790E+001
 0.338541666666667E-001  0.385714300006966E+001  0.262936899996502E+001  0.103333300002613E+002  0.385714300006966E+001  0.140001346166790E+001
 0.390625000000000E-001  0.385714299984334E+001  0.262936900007865E+001  0.103333299994124E+002  0.385714299984334E+001  0.140001346166790E+001
 0.442708333333333E-001  0.385714299984588E+001  0.262936900007738E+001  0.103333299994219E+002  0.385714299984588E+001  0.140001346166790E+001
 0.494791666666667E-001  0.385714300042412E+001  0.262936899978705E+001  0.103333300015907E+002  0.385714300042412E+001  0.140001346166790E+001
 0.546875000000000E-001  0.385714300153376E+001  0.262936899922990E+001  0.103333300057526E+002  0.385714300153376E+001  0.140001346166790E+001
 0.598958333333333E-001  0.385714300295807E+001  0.262936899851476E+001  0.103333300110947E+002  0.385714300295807E+001  0.140001346166790E+001
 0.651041666666667E-001  0.385714300317666E+001  0.262936899840500E+001  0.103333300119145E+002  0.385714300317666E+001  0.140001346166790E+001
 0.703125000000000E-001  0.385714300018928E+001  0.262936899990496E+001  0.103333300007099E+002  0.385714300018928E+001  0.140001346166790E+001
 0.755208333333333E-001  0.385714299138504E+001  0.262936900432555E+001  0.103333299676883E+002  0.385714299138504E+001  0.140001346166790E+001
 0.807291666666667E-001  0.385714297408520E+001  0.262936901301174E+001  0.103333299028026E+002  0.385714297408520E+001  0.140001346166790E+001
 0.859375000000000E-001  0.385714294416161E+001  0.262936902803629E+001  0.103333297905696E+002  0.385714294416161E+001  0.140001346166790E+001
 0.911458333333333E-001  0.385714289049135E+001  0.262936905498397E+001  0.103333295892712E+002  0.385714289049135E+001  0.140001346166790E+001
 0.963541666666667E-001  0.385714279148716E+001  0.262936910469367E+001  0.103333292179409E+002  0.385714279148716E+001  0.140001346166790E+001
 0.101562500000000E+000  0.385714260913454E+001  0.262936919625239E+001  0.103333285339997E+002  0.385714260913454E+001  0.140001346166790E+001
 0.106770833333333E+000  0.385714227604780E+001  0.262936936349427E+001  0.103333272847073E+002  0.385714227604780E+001  0.140001346166790E+001
 0.111979166666667E+000  0.385714167271123E+001  0.262936966642780E+001  0.103333250218021E+002  0.385714167271123E+001  0.140001346166790E+001
 0.117187500000000E+000  0.385714058911805E+001  0.262937021049694E+001  0.103333209576219E+002  0.385714058911805E+001  0.140001346166790E+001
 0.122395833333333E+000  0.385713866059567E+001  0.262937117880293E+001  0.103333137244081E+002  0.385713866059567E+001  0.140001346166790E+001
 0.127604166666667E+000  0.385713526074718E+001  0.262937288585850E+001  0.103333009727690E+002  0.385713526074718E+001  0.140001346166790E+001
 0.132812500000000E+000  0.385712932482735E+001  0.262937586627205E+001  0.103332787092252E+002  0.385712932482735E+001  0.140001346166790E+001
 0.138020833333333E+000  0.385711906181687E+001  0.262938101932280E+001  0.103332402163138E+002  0.385711906181687E+001  0.140001346166790E+001
 0.143229166666667E+000  0.385710149103614E+001  0.262938984160769E+001  0.103331743146571E+002  0.385710149103614E+001  0.140001346166790E+001
 0.148437500000000E+000  0.385707170650281E+001  0.262940479651170E+001  0.103330626039738E+002  0.385707170650281E+001  0.140001346166790E+001
 0.153645833333333E+000  0.385702172325010E+001  0.262942989336333E+001  0.103328751361635E+002  0.385702172325010E+001  0.140001346166790E+001
 0.158854166666667E+000  0.385693867625969E+001  0.262947159251742E+001  0.103325636611114E+002  0.385693867625969E+001  0.140001346166790E+001
 0.164062500000000E+000  0.385680197259356E+001  0.262954023451696E+001  0.103320509490112E+002  0.385680197259356E+001  0.140001346166790E+001
 0.169270833333333E+000  0.385657739094756E+001  0.262965300546446E+001  0.103312086654832E+002  0.385657739094756E+001  0.140001346166790E+001
 0.174479166666667E+000  0.385625642385723E+001  0.262981418623598E+001  0.103300049442089E+002  0.385625642385723E+001  0.140001346166790E+001
 0.179687500000000E+000  0.385599357557766E+001  0.262994618559660E+001  0.103290192132784E+002  0.385599357557766E+001  0.140001346166790E+001
 0.184895833333333E+000  0.385587930426217E+001  0.263000357242459E+001  0.103285906768421E+002  0.385587930426217E+001  0.140001346166790E+001
 0.190104166666667E+000  0.385585223649161E+001  0.263001716675324E+001  0.103284891661507E+002  0.385585223649161E+001  0.140001346166790E+001
 0.195312500000000E+000  0.385589504496829E+001  0.262999566934029E+001  0.103286497053375E+002  0.385589504496829E+001  0.140001346166790E+001
 0.200520833333333E+000  0.385608012559296E+001  0.262990270808332E+001  0.103293438451992E+002  0.385608012559296E+001  0.140001346166790E+001
 0.205729166666667E+000  0.385653857603279E+001  0.262967246728730E+001  0.103310633391056E+002  0.385653857603279E+001  0.140001346166790E+001
 0.210937500000000E+000  0.385747774650303E+001  0.262920065574442E+001  0.103345862331482E+002  0.385747774650303E+001  0.140001346166790E+001
 0.216145833333333E+000  0.385921866130229E+001  0.262832681832880E+001  0.103411176734899E+002  0.385921866130229E+001  0.140001346166790E+001
 0.221354166666667E+000  0.386223559956853E+001  0.262681263991722E+001  0.103524394087421E+002  0.386223559956853E+001  0.140001346166790E+001
 0.226562500000000E+000  0.386720388557191E+001  0.262431925860334E+001  0.103710930800774E+002  0.386720388557191E+001  0.140001346166790E+001
 0.231770833333333E+000  0.387506243914643E+001  0.262038727319540E+001  0.104006037779825E+002  0.387506243914643E+001  0.140001346166790E+001
 0.236979166666667E+000  0.388689970438021E+001  0.261446754791119E+001  0.104451175711350E+002  0.388689970438021E+001  0.140001346166790E+001
 0.242187500000000E+000  0.390090124542738E+001  0.260748667494685E+001  0.104978640877704E+002  0.390090124542738E+001  0.140001346166790E+001
 0.247395833333333E+000  0.391139552370923E+001  0.260226834943852E+001  0.105374492309089E+002  0.391139552370923E+001  0.140001346166790E+001
 0.252604166666667E+000  0.391727516028172E+001  0.259935063738977E+001  0.105596401105727E+002  0.391727516028172E+001  0.140001346166790E+001
 0.257812500000000E+000  0.391998276055624E+001  0.259800844604330E+001  0.105698623185686E+002  0.391998276055624E+001  0.140001346166790E+001
 0.263020833333333E+000  0.392081337159888E+001  0.259759657213185E+001  0.105729997573002E+002  0.392081337159888E+001  0.140001346166790E+001
 0.268229166666667E+000  0.392033913655012E+001  0.259783100814404E+001  0.105712123284029E+002  0.392033913655012E+001  0.140001346166790E+001
 0.273437500000000E+000  0.391860735715855E+001  0.259868821766335E+001  0.105646812151950E+002  0.391860735715855E+001  0.140001346166790E+001
 0.278645833333333E+000  0.391425131596529E+001  0.260084779602320E+001  0.105482565345333E+002  0.391425131596529E+001  0.140001346166790E+001
 0.283854166666667E+000  0.390566726550263E+001  0.260510018638085E+001  0.105159077754852E+002  0.390566726550263E+001  0.140001346166790E+001
 0.289062500000000E+000  0.389107792296037E+001  0.261236993969799E+001  0.104609419600496E+002  0.389107792296037E+001  0.140001346166790E+001
 0.294270833333333E+000  0.386846047338798E+001  0.262364928768066E+001  0.103759283755681E+002  0.386846047338798E+001  0.140001346166790E+001
 0.299479166666667E+000  0.384022985123578E+001  0.263781643072479E+001  0.102701988495801E+002  0.384022985123578E+001  0.140001346166790E+001
 0.304687500000000E+000  0.381725240012248E+001  0.264941526488002E+001  0.101843881359588E+002  0.381725240012248E+001  0.140001346166790E+001
 0.309895833333333E+000  0.380338021998800E+001  0.265644482104229E+001  0.101326573303812E+002  0.380338021998800E+001  0.140001346166790E+001
