# Shu-Osher shock tube problem
VARIABLES="x" "rho(1)" "u" "p" "rho" "gamma"
ZONE T="+0.178000000000000E+000"
 0.130208333333333E-002  0.385714300113188E+001  0.262936899943158E+001  0.103333300042457E+002  0.385714300113188E+001  0.140001346166790E+001
 0.390625000000000E-002  0.385714300113990E+001  0.262936899942755E+001  0.103333300042758E+002  0.385714300113990E+001  0.140001346166790E+001
 0.651041666666667E-002  0.385714300115491E+001  0.262936899942001E+001  0.103333300043321E+002  0.385714300115491E+001  0.140001346166790E+001
 0.911458333333333E-002  0.385714300118166E+001  0.262936899940659E+001  0.103333300044324E+002  0.385714300118166E+001  0.140001346166790E+001
 0.117187500000000E-001  0.385714300123996E+001  0.262936899937731E+001  0.103333300046511E+002  0.385714300123996E+001  0.140001346166790E+001
 0.143229166666667E-001  0.385714300130830E+001  0.262936899934299E+001  0.103333300049074E+002  0.385714300130830E+001  0.140001346166790E+001
 0.169270833333333E-001  0.385714300129790E+001  0.262936899934822E+001  0.103333300048684E+002  0.385714300129790E+001  0.140001346166790E+001
 0.195312500000000E-001  0.385714300124322E+001  0.262936899937568E+001  0.103333300046633E+002  0.385714300124322E+001  0.140001346166790E+001
 0.221354166666667E-001  0.385714300114076E+001  0.262936899942712E+001  0.103333300042790E+002  0.385714300114076E+001  0.140001346166790E+001
 0.247395833333333E-001  0.385714300117558E+001  0.262936899940964E+001  0.103333300044096E+002  0.385714300117558E+001  0.140001346166790E+001
 0.273437500000000E-001  0.385714300133631E+001  0.262936899932894E+001  0.103333300050124E+002  0.385714300133631E+001  0.140001346166790E+001
 0.299479166666667E-001  0.385714300148513E+001  0.262936899925422E+001  0.103333300055706E+002  0.385714300148513E+001  0.140001346166790E+001
 0.325520833333333E-001  0.385714300140601E+001  0.262936899929394E+001  0.103333300052738E+002  0.385714300140601E+001  0.140001346166790E+001
 0.351562500000000E-001  0.385714300102949E+001  0.262936899948300E+001  0.103333300038616E+002  0.385714300102949E+001  0.140001346166790E+001
 0.377604166666667E-001  0.385714300064101E+001  0.262936899967805E+001  0.103333300024046E+002  0.385714300064101E+001  0.140001346166790E+001
 0.403645833333333E-001  0.385714300052476E+001  0.262936899973642E+001  0.103333300019686E+002  0.385714300052476E+001  0.140001346166790E+001
 0.429687500000000E-001  0.385714300041220E+001  0.262936899979294E+001  0.103333300015464E+002  0.385714300041220E+001  0.140001346166790E+001
 0.455729166666667E-001  0.385714299990513E+001  0.262936900004754E+001  0.103333299996446E+002  0.385714299990513E+001  0.140001346166790E+001
